ticker,exchange_country,company_name,price,exchange_rate,shares_outstanding,net_income
NOC,US,NORTHROP GRUMMAN CORP,224.1364624,1,178.9570007,2048
NOKIA,FI,NOKIA OYJ,6.370479563,0.900129974,5771.569824,764
NOVN,CH,NOVARTIS AG,90.76841717,1,2381.220947,6757
NOVO B,DK,NOVO NORDISK A/S,7.984902447,6.696800232,2550,36064
NPN,ZA,NASPERS LTD,152.8846554,1,438.8269959,994.1450195
NSC,US,NORFOLK SOUTHERN CORP,85.76447354,1,293.5499878,1605
NTES,US,NETEASE INC,29.08369136,6.643599987,131.477005,9183.160156
NVDA,US,NVIDIA CORP,47.0099997,1,534,675
NVTK,RU,NOVATEK OJSC,0.16060131,63.87749863,3018.899902,163252
NWL,US,NEWELL BRANDS INC,48.14209571,1,482.2000122,323.1000061
NXPI,US,NXP SEMICONDUCTORS NV,79.13149905,1,342.5419922,1235
O39,SG,OVERSEA-CHINESE BANKING CORP LTD,4.797498182,1.345900059,4183.055176,3603.106934
OR,FR,L'OREAL SA,214.0423457,0.900129974,559.1560059,2894.300049
ORA,FR,ORANGE SA,18.09048676,0.900129974,2659.5979,4721
ORCL,US,ORACLE CORP,40.84806192,1,4131,8901
ORLY,US,O'REILLY AUTOMOTIVE INC,275.5968735,1,94.88200378,998.0120239
OXY,US,OCCIDENTAL PETROLEUM CORP,75.54174969,1,763.9260254,-7848
PCG,US,PG&E CORP,63.65044394,1,498.1430054,768
PCLN,US,PRICELINE GROUP INC/THE,1252.481911,1,49.47800064,2656.062988
PEG,US,PUBLIC SERVICE ENTERPRISE GROUP INC,46.69578048,1,505,1406
PEP,US,PEPSICO INC,106.1912192,1,1441,5187
PETR4,BR,PETROLEO BRASILEIRO SA,1.033946078,3.203749895,13044.49707,-41573
PFE,US,PFIZER INC,35.21000103,1,6064.849121,8386
PG,US,PROCTER & GAMBLE CO/THE,84.47488756,1,2668,10508
PHIA,NL,KONINKLIJKE PHILIPS NV,28.27084197,0.900129974,927.315979,726
PLD,US,PROLOGIS INC,48.91143126,1,526.4609985,867.4539795
PM,US,PHILIP MORRIS INTERNATIONAL INC,101.7160262,1,1551.324951,6509
PNC,US,PNC FINANCIAL SERVICES GROUP INC/THE,82.43399785,1,493,3953
PPG,US,PPG INDUSTRIES INC,104.064505,1,266.2820129,1464
PPL,US,PPL CORP,37.92300131,1,673.8569946,1756
PRU,GB,PRUDENTIAL PLC,22.4340932,0.748049974,2579.033936,1828
PRU,US,PRUDENTIAL FINANCIAL INC,71.87024248,1,438.7390137,4457
PSA,US,PUBLIC STORAGE,256.0093877,1,173.0980072,1375.589966
PSX,US,PHILLIPS 66,79.75463832,1,522.848999,3109
PTT,TH,PTT PCL,0.253478291,35.13999939,2856.300049,22154.7793
PX,US,PRAXAIR INC,112.4029649,1,285.2319946,1578
PXD,US,PIONEER NATURAL RESOURCES CO,150.5077146,1,169.602005,-512
PYPL,US,PAYPAL HOLDINGS INC,36.66204626,1,1207,1356
QCOM,US,QUALCOMM INC,53.42144539,1,1473,5167
QNBK,QA,QATAR NATIONAL BANK SAQ,10.55881799,3.641299963,839.6749878,11923.48828
RAI,US,REYNOLDS AMERICAN INC,53.93001305,1,1427.340942,5297
RB.,GB,RECKITT BENCKISER GROUP PLC,133.8431924,0.748049974,705.0789795,1560
RBS,GB,ROYAL BANK OF SCOTLAND GROUP PLC,3.066927309,0.748049974,11755,-2252
RDSB,GB,ROYAL DUTCH SHELL PLC,27.46111696,1,8071.38623,-4818
REGN,US,REGENERON PHARMACEUTICALS INC,336.5302263,1,109.0439987,727.3460083
REL,GB,RELX PLC,24.96213314,0.748049974,2055.399902,1102
REN,NL,RELX NV,20.62070368,0.900129974,2055.399902,1102
RI,FR,PERNOD RICARD SA,123.5443762,0.900129974,265.4219971,1235
RIO,GB,RIO TINTO PLC,31.50054378,1,1798.800049,41
RIO,AU,RIO TINTO LTD,30.66289118,1,1798.800049,41
RMS,FR,HERMES INTERNATIONAL,415.8691197,0.900129974,105.5690002,1035.5
ROG,CH,ROCHE HOLDING AG,273.548734,0.97420001,852.2069702,9087
ROSN,GB,ROSNEFT PJSC,0.084381673,63.87749863,10598,268000
RTN,US,RAYTHEON CO,135.9408538,1,297,1952
RY,US,ROYAL BANK OF CANADA,45.26209082,1.298699975,1488.218994,10004
SAB,GB,SABMILLER PLC,58.83475076,1,1610.641968,2699
SAF,FR,SAFRAN SA,75.29334933,0.900129974,416.446991,1587
SAN,FR,SANOFI,92.45800429,0.900129974,1287.105957,4207
SAN,ES,BANCO SANTANDER SA,4.232111079,0.900129974,14434.49316,4616
SAP,DE,SAP SE,83.21054581,0.900129974,1228.504028,3572
SBERP,RU,SBERBANK OF RUSSIA PJSC,0.032595285,63.87749863,21587,401100
SBUX,US,STARBUCKS CORP,57.06157418,1,1466.400024,2669.300049
SCHW,US,CHARLES SCHWAB CORP/THE,25.28738497,1,1322.873047,1656
SCMN,CH,SWISSCOM AG,508.6050102,0.97420001,51.80199814,1366
SE,US,SPECTRA ENERGY CORP,36.62527862,1,701,294
SHB B,SE,SVENSKA HANDELSBANKEN AB,1.419080216,8.472700119,1935.847046,16494
SHP,GB,SHIRE PLC,61.4715808,1,906.9000244,990.2999878
SHW,US,SHERWIN-WILLIAMS CO/THE,294.5397084,1,92.22200012,1097.699951
SIE,DE,SIEMENS AG,109.6020401,0.900129974,881,5256
SLB,US,SCHLUMBERGER LTD,79.09292437,1,1391,-1686
SO,US,SOUTHERN CO/THE,53.47913083,1,941.2000122,2373
SPG,US,SIMON PROPERTY GROUP INC,213.5763034,1,314.2319946,1752.026001
SPGI,US,S&P GLOBAL INC,107.6258048,1,263.8999939,1177
SRE,US,SEMPRA ENERGY,113.7904766,1,250,953
SREN,CH,SWISS RE AG,86.99444348,1,370.7070007,4271
STAN,GB,STANDARD CHARTERED PLC,7.550068792,1,3281.591064,-3197
STL,NO,STATOIL ASA,17.22046604,1,3206.946045,-1119.343018
STZ,US,CONSTELLATION BRANDS INC,165.4749326,1,200.5010071,1134.599976
SU,CA,SUNCOR ENERGY INC,21.24863276,1.298699975,1664.380981,-2872
SU,FR,SCHNEIDER ELECTRIC SE,65.48230571,0.900129974,588.8809814,1497
SWED A,SE,SWEDBANK AB,2.494407558,8.472700119,1110.732056,18322
SYK,US,STRYKER CORP,119.8239472,1,374,1605
SYNN,CH,SYNGENTA AG,388.3471043,1,91.90699768,1182
SYY,US,SYSCO CORP,50.61102783,1,564.9520264,806.9810181
T,US,AT&T INC,43.23926014,1,6151.833984,14211
TD,US,TORONTO-DOMINION BANK/THE,32.898599,1.298699975,1853.5,8266
TEF,ES,TELEFONICA SA,10.44142959,0.900129974,4975.199219,293
TEL,NO,TELENOR ASA,1.965080045,8.367950439,1501.458008,1472
TEVA,IL,TEVA PHARMACEUTICAL INDUSTRIES LTD,50.24538585,1,907.6630249,1493
TGT,US,TARGET CORP,69.31310399,1,593.5839844,3360
TJX,US,TJX COS INC/THE,77.23006017,1,661.0830078,2311.403076
TLKM,ID,TELEKOMUNIKASI INDONESIA PERSERO TBK PT,2.32E-05,13212.5,99062.21875,17968000
TLS,AU,TELSTRA CORP LTD,3.082639589,1.343000054,12225.65625,5780
TMO,US,THERMO FISHER SCIENTIFIC INC,147.760099,1,393.5119934,1992.5
TMUS,US,T-MOBILE US INC,43.24268349,1,822.7050171,1139
TRI,US,THOMSON REUTERS CORP,40.6086756,1,745.6129761,1287
TRP,US,TRANSCANADA CORP,39.39953013,1.298699975,703,-1343
TRV,US,TRAVELERS COS INC/THE,120.7307029,1,288.2999878,3149
TSLA,US,TESLA MOTORS INC,211.2210976,1,148.0149994,-1125.709961
TSN,US,TYSON FOODS INC,72.64724451,1,370,1494
TWX,US,TIME WARNER INC,74.1428736,1,780,4058
TXN,US,TEXAS INSTRUMENTS INC,62.70488298,1,1003.348022,3081
UBSG,CH,UBS GROUP AG,13.75808109,0.97420001,3706.519043,4758
UL,NL,UNIBAIL-RODAMCO SE,288.9498238,0.900129974,98.96399689,2594.800049
ULVR,GB,UNILEVER PLC,55.62446258,0.900129974,2838.800049,4932
UNA,NL,UNILEVER NV,55.62446258,0.900129974,2838.800049,4932
UNH,US,UNITEDHEALTH GROUP INC,141.1709221,1,951,6180
UNP,US,UNION PACIFIC CORP,87.97851685,1,834.0700073,4375
UNVR,ID,UNILEVER INDONESIA TBK PT,0.000258206,13212.5,7630,6219372
UPS,US,UNITED PARCEL SERVICE INC,108.1696441,1,879,4988
USB,US,US BANCORP,40.50958182,1,1718.75,5873
UTX,US,UNITED TECHNOLOGIES CORP,102.5424893,1,836.927002,7204
V,US,VISA INC,74.85761612,1,2363,5572
VALE5,BR,VALE SA,1.478351032,3.203749895,5153.375,-29921.26758
VFC,US,VF CORP,61.49195532,1,417.0050049,1203.152954
VIV,FR,VIVENDI SA,21.25611984,0.900129974,1257.75,852
VLO,US,VALERO ENERGY CORP,51.82700116,1,462.3059998,2984
VMW,US,VMWARE INC,57.015823,1,425.7919922,1055
VOD,GB,VODAFONE GROUP PLC,#DIV/0!,0.900129974,,
VOW3,DE,VOLKSWAGEN AG,143.2563452,0.900129974,501.2950134,-3454
VTR,US,VENTAS INC,72.19592097,1,341.0549927,439.7219849
VZ,US,VERIZON COMMUNICATIONS INC,55.83981201,1,4076.302002,14441
WALMEX *,MX,WAL-MART DE MEXICO SAB DE CV,0.129004852,18.44924927,17461.40234,27295.45508
WBA,US,WALGREENS BOOTS ALLIANCE INC,83.15020894,1,1081.802002,3169
WBC,AU,WESTPAC BANKING CORP,16.34489014,1.343000054,3326.672119,8104
WES,AU,WESFARMERS LTD,22.23270787,1.343000054,1126.130981,407
WFC,US,WELLS FARGO & CO,47.59769563,1,5048.494141,22391
WM,US,WASTE MANAGEMENT INC,66.64799907,1,441.7420044,1153
WMT,US,WAL-MART STORES INC,72.82481501,1,3125,14432
WPP,GB,WPP PLC,26.81659414,0.748049974,1330.032959,839.7999878
XOM,US,EXXON MOBIL CORP,93.73121384,1,4147,10530
YHOO,US,YAHOO! INC,37.52713573,1,950.7509766,-4897.871094
YUM,US,YUM! BRANDS INC,84.67415609,1,399,1426
Z74,SG,SINGAPORE TELECOMMUNICATIONS LTD,2.2799561,1.345900059,15943.5,3873.5
ZBH,US,ZIMMER BIOMET HOLDINGS INC,120.3672031,1,199.6999969,202.5
ZTS,US,ZOETIS INC,47.43947939,1,496.4169922,378
ZURN,CH,ZURICH INSURANCE GROUP AG,247.7206272,1,149.322998,1396
